2025-07-22 21:56:09.405 [INFO   ] EventBus initialized
2025-07-22 22:48:32.836 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.848 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.861 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.873 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.885 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.897 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.917 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.930 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.942 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.954 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.966 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.978 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:32.990 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.002 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.015 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.027 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.039 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.051 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.063 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.075 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.085 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.096 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.107 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.119 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.130 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.142 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.155 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.172 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.185 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.197 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.208 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.220 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.233 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.245 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.257 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.269 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.281 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.294 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.306 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.318 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.330 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.342 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.354 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.366 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.379 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.391 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.403 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.419 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.430 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.441 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.452 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.463 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.474 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.485 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.496 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.508 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.519 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.532 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.543 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.555 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.566 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.578 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.590 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.601 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.613 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.625 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.637 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.649 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.666 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.678 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.689 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.701 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.713 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.724 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.736 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.748 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.759 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.772 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.784 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.796 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.808 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.820 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.832 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.844 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.856 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.867 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.879 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.891 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.908 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.920 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.932 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.943 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.955 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.967 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.978 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:33.990 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.001 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.014 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.025 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.037 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.049 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.061 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.072 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.083 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.094 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.105 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.117 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.128 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.139 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.154 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.166 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.177 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.190 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.202 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.214 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.226 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.238 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.251 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.263 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.274 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.286 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.297 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.309 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.320 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.332 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.343 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.355 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.367 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.379 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.391 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.409 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.421 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.433 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.446 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.458 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.470 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.482 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.494 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.507 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.519 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.531 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.543 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.555 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.567 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.579 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.591 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.604 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.616 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.628 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.641 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.658 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.670 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.682 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.694 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.706 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.718 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.731 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.743 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.755 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.768 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.780 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.792 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.804 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.816 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.828 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.841 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.853 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.865 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.877 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.890 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.901 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.919 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.931 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.943 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.955 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.968 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.980 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:34.992 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.004 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.017 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.029 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.041 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.053 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.065 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.077 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.089 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.100 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.111 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.122 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.134 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.145 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.161 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.172 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.184 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.196 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.207 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.219 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.232 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.244 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.256 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.268 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.280 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.292 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.304 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.316 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.328 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.341 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.353 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.366 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.378 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.390 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.402 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.419 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.430 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.442 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.452 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.463 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.475 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.486 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.497 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.509 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.520 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.531 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.543 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.555 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.566 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.578 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.590 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.602 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.614 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.625 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.637 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.654 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.666 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.678 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.689 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.701 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.713 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.725 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.737 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.748 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.760 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.771 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.783 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.795 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.807 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.819 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.831 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.843 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.855 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.867 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.878 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.890 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.908 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.919 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.931 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.943 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.955 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.966 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.978 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:35.990 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.001 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.013 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.025 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.037 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.048 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.060 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.072 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.084 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.096 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.107 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.119 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.131 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.148 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.160 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.172 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.184 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.196 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.208 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.219 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.231 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.243 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.254 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.266 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.277 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.289 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.301 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.313 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.325 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.337 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.349 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.361 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.373 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.384 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.401 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.413 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.425 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.437 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.449 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.460 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.472 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.484 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.495 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.507 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.519 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.530 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.542 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.554 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.566 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.577 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.589 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.601 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.613 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.625 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.642 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.653 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.665 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.677 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.689 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.701 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.712 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.724 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.736 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.747 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.759 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.771 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.782 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.794 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.806 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.818 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.829 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.842 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.853 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.865 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.877 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.894 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.906 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.918 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.930 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.942 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.953 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.965 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.976 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:36.988 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.000 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.011 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.023 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.035 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.047 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.058 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.070 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.082 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.093 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.105 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.115 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.129 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.140 [DEBUG  ] ScreenManager: In main loop iteration
2025-07-22 22:48:37.151 [DEBUG  ] ScreenManager: In main loop iteration
